flight_number,aircraft_registration,origin,destination,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,status,gate,delay_minutes,passengers_booked
TU2654,TS-IMC,Sfax,Abu Dhabi,2026-03-13 12:43:00,2026-03-13 17:22:00,,,scheduled,D11,0,72
TU2655,TS-IMF,Djerba,Lyon,2026-03-13 14:49:00,2026-03-13 17:09:00,,,scheduled,D20,0,96
TU2656,TS-IOA,Sfax,Istanbul,2026-03-13 14:55:00,2026-03-13 19:30:00,,,scheduled,B6,0,144
TU2657,TS-IOA,Monastir,Venice,2026-03-13 17:26:00,2026-03-13 18:32:00,,,scheduled,D16,0,86
TU2658,TS-IMD,Djerba,Milan,2026-03-13 17:55:00,2026-03-13 19:53:00,,,scheduled,B13,0,60
TU2659,TS-IMB,Tunis,Dubai,2026-03-13 18:30:00,2026-03-13 21:34:00,,,scheduled,B24,0,89
TU2660,TS-IMD,Djerba,Abu Dhabi,2026-03-13 19:50:00,2026-03-14 00:40:00,,,scheduled,B3,0,132
TU2661,TS-IOB,Djerba,Marseille,2026-03-13 20:45:00,2026-03-13 22:33:00,,,scheduled,A24,0,130
TU2662,TS-IOC,Sfax,Istanbul,2026-03-13 21:25:00,2026-03-14 00:46:00,,,scheduled,C8,0,141
TU2663,TS-IMD,Djerba,Abu Dhabi,2026-03-13 22:26:00,2026-03-14 03:19:00,,,scheduled,C14,0,80
TU2664,TS-IMD,Djerba,Paris,2026-03-13 22:33:00,2026-03-14 00:29:00,,,scheduled,B14,0,87
TU2665,TS-IME,Tunis,Zurich,2026-03-14 05:56:00,2026-03-14 07:55:00,,,scheduled,A14,0,103
TU2666,TS-IMD,Enfidha,Brussels,2026-03-14 08:52:00,2026-03-14 10:05:00,,,scheduled,C10,0,146
TU2667,TS-IME,Djerba,Frankfurt,2026-03-14 09:25:00,2026-03-14 12:11:00,,,scheduled,A7,0,95
TU2668,TS-IOC,Monastir,Munich,2026-03-14 09:40:00,2026-03-14 12:55:00,,,scheduled,A19,0,164
TU2669,TS-IOB,Tunis,Marseille,2026-03-14 10:10:00,2026-03-14 12:03:00,,,scheduled,B2,0,146
TU2670,TS-IME,Monastir,Geneva,2026-03-14 11:34:00,2026-03-14 13:18:00,,,scheduled,B1,0,109
TU2671,TS-IMC,Tunis,Paris,2026-03-14 14:20:00,2026-03-14 15:39:00,,,scheduled,B13,0,70
TU2672,TS-IOE,Enfidha,Istanbul,2026-03-14 15:08:00,2026-03-14 19:33:00,,,scheduled,A13,0,62
TU2673,TS-IOC,Tunis,Istanbul,2026-03-14 16:25:00,2026-03-14 20:12:00,,,scheduled,B15,0,129
TU2674,TS-IMC,Monastir,Marseille,2026-03-14 17:50:00,2026-03-14 19:03:00,,,scheduled,C11,0,128
TU2675,TS-IMF,Sfax,Amsterdam,2026-03-14 17:52:00,2026-03-14 21:22:00,,,scheduled,D18,0,40
TU2676,TS-IOA,Tunis,Amsterdam,2026-03-14 18:58:00,2026-03-14 21:34:00,,,scheduled,D12,0,167
TU2677,TS-IMF,Monastir,Dubai,2026-03-14 19:09:00,2026-03-14 22:34:00,,,scheduled,C2,0,80
TU2678,TS-IMD,Sfax,Doha,2026-03-14 20:00:00,2026-03-14 23:40:00,,,scheduled,B19,0,106
TU2679,TS-IMF,Enfidha,Dubai,2026-03-14 20:43:00,2026-03-15 00:39:00,,,scheduled,B10,0,45
TU2680,TS-IMF,Djerba,Cairo,2026-03-14 21:08:00,2026-03-15 01:40:00,,,scheduled,C15,0,164
TU2681,TS-IMB,Monastir,Venice,2026-03-15 05:48:00,2026-03-15 06:51:00,,,scheduled,B11,0,45
TU2682,TS-IMB,Enfidha,Algiers,2026-03-15 06:11:00,2026-03-15 07:30:00,,,scheduled,C11,0,136
TU2683,TS-IMD,Djerba,Lyon,2026-03-15 07:29:00,2026-03-15 08:38:00,,,scheduled,B13,0,160
TU2684,TS-IOB,Tunis,Milan,2026-03-15 09:03:00,2026-03-15 10:56:00,,,scheduled,C11,0,86
TU2685,TS-IOD,Tunis,Milan,2026-03-15 09:44:00,2026-03-15 12:05:00,,,scheduled,A3,0,135
TU2686,TS-IMF,Djerba,Istanbul,2026-03-15 13:03:00,2026-03-15 16:35:00,,,scheduled,A1,0,157
TU2687,TS-IMD,Djerba,Rome,2026-03-15 13:31:00,2026-03-15 15:57:00,,,scheduled,D16,0,52
TU2688,TS-IOD,Djerba,Rome,2026-03-15 14:05:00,2026-03-15 16:29:00,,,scheduled,B21,0,98
TU2689,TS-IMF,Djerba,Tripoli,2026-03-15 15:50:00,2026-03-15 18:12:00,,,scheduled,C13,0,164
TU2690,TS-IMC,Djerba,Geneva,2026-03-15 16:39:00,2026-03-15 18:49:00,,,scheduled,D7,0,99
TU2691,TS-IOD,Enfidha,Doha,2026-03-15 18:15:00,2026-03-15 21:37:00,,,scheduled,D12,0,52
TU2692,TS-IOA,Djerba,London,2026-03-15 21:25:00,2026-03-16 00:53:00,,,scheduled,D22,0,128
TU2693,TS-IMD,Tunis,Rome,2026-03-16 07:44:00,2026-03-16 10:09:00,,,scheduled,A15,0,109
TU2694,TS-IOE,Djerba,Dubai,2026-03-16 08:13:00,2026-03-16 13:13:00,,,scheduled,D23,0,68
TU2695,TS-IMF,Enfidha,Rome,2026-03-16 09:19:00,2026-03-16 10:47:00,,,scheduled,D3,0,141
TU2696,TS-IMB,Tunis,Casablanca,2026-03-16 09:32:00,2026-03-16 12:52:00,,,scheduled,B16,0,183
TU2697,TS-IOC,Djerba,Paris,2026-03-16 11:08:00,2026-03-16 13:37:00,,,scheduled,D17,0,108
TU2698,TS-IMB,Sfax,Madrid,2026-03-16 13:41:00,2026-03-16 16:56:00,,,scheduled,C14,0,171
TU2699,TS-IME,Sfax,Cairo,2026-03-16 14:03:00,2026-03-16 18:55:00,,,scheduled,A5,0,91
TU2700,TS-IOB,Enfidha,London,2026-03-16 14:12:00,2026-03-16 16:38:00,,,scheduled,C6,0,91
TU2701,TS-IOD,Sfax,Amsterdam,2026-03-16 14:48:00,2026-03-16 18:03:00,,,scheduled,D15,0,160
TU2702,TS-IOD,Djerba,London,2026-03-16 15:32:00,2026-03-16 18:43:00,,,scheduled,B8,0,122
TU2703,TS-IMB,Monastir,Rome,2026-03-16 16:14:00,2026-03-16 17:50:00,,,scheduled,B15,0,98
TU2704,TS-IME,Tunis,Abu Dhabi,2026-03-17 07:26:00,2026-03-17 11:25:00,,,scheduled,C21,0,58
TU2705,TS-IME,Sfax,Doha,2026-03-17 07:57:00,2026-03-17 11:37:00,,,scheduled,A24,0,98
TU2706,TS-IOE,Monastir,Munich,2026-03-17 09:37:00,2026-03-17 11:39:00,,,scheduled,A17,0,145
TU2707,TS-IOC,Sfax,London,2026-03-17 12:00:00,2026-03-17 14:33:00,,,scheduled,C5,0,121
TU2708,TS-IMF,Tunis,Tripoli,2026-03-17 13:32:00,2026-03-17 15:40:00,,,scheduled,A19,0,98
TU2709,TS-IOA,Sfax,Marseille,2026-03-17 13:48:00,2026-03-17 15:23:00,,,scheduled,A10,0,134
TU2710,TS-IMB,Enfidha,Casablanca,2026-03-17 14:21:00,2026-03-17 17:34:00,,,scheduled,A24,0,153
TU2711,TS-IMB,Enfidha,Amsterdam,2026-03-17 17:45:00,2026-03-17 21:00:00,,,scheduled,A21,0,89
TU2712,TS-IOB,Tunis,Frankfurt,2026-03-17 18:54:00,2026-03-17 22:16:00,,,scheduled,D5,0,82
TU2713,TS-IME,Monastir,Zurich,2026-03-17 19:00:00,2026-03-17 20:21:00,,,scheduled,D6,0,76
TU2714,TS-IMC,Tunis,Marseille,2026-03-17 19:57:00,2026-03-17 22:20:00,,,scheduled,A16,0,171
TU2715,TS-IMF,Monastir,Algiers,2026-03-17 21:50:00,2026-03-17 23:26:00,,,scheduled,D12,0,132
TU2716,TS-IOC,Tunis,Algiers,2026-03-17 22:56:00,2026-03-18 01:03:00,,,scheduled,A5,0,121
TU2717,TS-IMC,Sfax,Casablanca,2026-03-17 22:57:00,2026-03-18 02:00:00,,,scheduled,C2,0,111
TU2718,TS-IOB,Sfax,Istanbul,2026-03-18 06:47:00,2026-03-18 11:35:00,,,scheduled,D18,0,87
TU2719,TS-IMC,Sfax,Dubai,2026-03-18 06:56:00,2026-03-18 11:00:00,,,scheduled,A9,0,34
TU2720,TS-IMF,Enfidha,Munich,2026-03-18 07:50:00,2026-03-18 09:54:00,,,scheduled,B3,0,77
TU2721,TS-IMD,Monastir,Abu Dhabi,2026-03-18 12:56:00,2026-03-18 16:49:00,,,scheduled,D7,0,151
TU2722,TS-IMD,Enfidha,Algiers,2026-03-18 13:53:00,2026-03-18 15:47:00,,,scheduled,D21,0,65
TU2723,TS-IMB,Sfax,Istanbul,2026-03-18 14:44:00,2026-03-18 18:06:00,,,scheduled,D3,0,140
TU2724,TS-IMD,Monastir,Rome,2026-03-18 14:54:00,2026-03-18 16:38:00,,,scheduled,D1,0,158
TU2725,TS-IOB,Djerba,Munich,2026-03-18 15:46:00,2026-03-18 19:03:00,,,scheduled,B5,0,141
TU2726,TS-IOD,Monastir,Cairo,2026-03-18 16:53:00,2026-03-18 20:16:00,,,scheduled,B7,0,144
TU2727,TS-IOB,Sfax,Doha,2026-03-18 20:08:00,2026-03-19 00:05:00,,,scheduled,B24,0,153
TU2728,TS-IOD,Djerba,Nice,2026-03-18 22:46:00,2026-03-19 00:33:00,,,scheduled,B18,0,170
TU2729,TS-IOE,Sfax,Geneva,2026-03-19 07:22:00,2026-03-19 09:07:00,,,scheduled,A19,0,123
TU2730,TS-IOE,Sfax,Algiers,2026-03-19 09:40:00,2026-03-19 11:05:00,,,scheduled,D14,0,82
TU2731,TS-IME,Sfax,Paris,2026-03-19 10:04:00,2026-03-19 12:10:00,,,scheduled,A13,0,82
TU2732,TS-IOE,Sfax,Venice,2026-03-19 10:50:00,2026-03-19 13:15:00,,,scheduled,A16,0,134
TU2733,TS-IMD,Djerba,Cairo,2026-03-19 13:22:00,2026-03-19 17:27:00,,,scheduled,B8,0,155
TU2734,TS-IMB,Enfidha,Nice,2026-03-19 18:30:00,2026-03-19 20:51:00,,,scheduled,A14,0,112
TU2735,TS-IMF,Tunis,Madrid,2026-03-19 19:27:00,2026-03-19 22:07:00,,,scheduled,B16,0,116
TU2736,TS-IOD,Sfax,Casablanca,2026-03-19 19:38:00,2026-03-19 22:47:00,,,scheduled,B18,0,132
TU2737,TS-IMB,Sfax,Zurich,2026-03-19 20:35:00,2026-03-19 23:04:00,,,scheduled,C12,0,181
TU2738,TS-IOB,Enfidha,Amsterdam,2026-03-19 21:41:00,2026-03-20 00:18:00,,,scheduled,C23,0,86
TU2739,TS-IME,Djerba,Algiers,2026-03-19 22:17:00,2026-03-19 23:30:00,,,scheduled,B4,0,118
TU2740,TS-IMF,Monastir,Barcelona,2026-03-19 22:19:00,2026-03-20 01:37:00,,,scheduled,D11,0,164
TU2741,TS-IOD,Sfax,Madrid,2026-03-20 05:48:00,2026-03-20 08:40:00,,,scheduled,D19,0,144
TU2742,TS-IMC,Enfidha,Zurich,2026-03-20 07:40:00,2026-03-20 09:26:00,,,scheduled,B4,0,94
TU2743,TS-IOB,Monastir,Zurich,2026-03-20 08:13:00,2026-03-20 09:34:00,,,scheduled,C14,0,96
TU2744,TS-IMB,Enfidha,Casablanca,2026-03-20 08:43:00,2026-03-20 12:05:00,,,scheduled,D13,0,89
TU2745,TS-IMF,Sfax,Cairo,2026-03-20 08:56:00,2026-03-20 12:55:00,,,scheduled,C6,0,116
TU2746,TS-IMF,Djerba,Zurich,2026-03-20 09:06:00,2026-03-20 10:59:00,,,scheduled,C1,0,135
TU2747,TS-IOD,Monastir,Milan,2026-03-20 09:10:00,2026-03-20 10:40:00,,,scheduled,A5,0,86
TU2748,TS-IOD,Monastir,London,2026-03-20 09:14:00,2026-03-20 11:30:00,,,scheduled,A8,0,151
TU2749,TS-IOC,Monastir,Frankfurt,2026-03-20 11:12:00,2026-03-20 13:31:00,,,scheduled,C11,0,141
TU2750,TS-IME,Monastir,Zurich,2026-03-20 11:23:00,2026-03-20 12:41:00,,,scheduled,D9,0,146
TU2751,TS-IOA,Monastir,Venice,2026-03-20 13:07:00,2026-03-20 15:20:00,,,scheduled,C8,0,109
TU2752,TS-IOA,Enfidha,Zurich,2026-03-20 16:13:00,2026-03-20 18:36:00,,,scheduled,B16,0,88
TU2753,TS-IOD,Monastir,Doha,2026-03-20 17:20:00,2026-03-20 22:15:00,,,scheduled,C19,0,79
TU2754,TS-IOB,Monastir,Casablanca,2026-03-20 17:51:00,2026-03-20 20:13:00,,,scheduled,C13,0,126
TU2755,TS-IME,Sfax,Rome,2026-03-20 19:09:00,2026-03-20 21:38:00,,,scheduled,D16,0,119
TU2756,TS-IMB,Sfax,Barcelona,2026-03-20 22:46:00,2026-03-21 00:59:00,,,scheduled,D15,0,109
TU2757,TS-IOA,Djerba,Madrid,2026-03-20 22:50:00,2026-03-21 02:06:00,,,scheduled,C9,0,102
TU2758,TS-IOE,Monastir,Tripoli,2026-03-21 07:20:00,2026-03-21 08:59:00,,,scheduled,B5,0,132
TU2759,TS-IOA,Djerba,Doha,2026-03-21 07:48:00,2026-03-21 12:23:00,,,scheduled,A15,0,95
TU2760,TS-IMB,Tunis,Algiers,2026-03-21 07:53:00,2026-03-21 09:05:00,,,scheduled,C5,0,170
TU2761,TS-IME,Tunis,Frankfurt,2026-03-21 10:01:00,2026-03-21 12:50:00,,,scheduled,B6,0,78
TU2762,TS-IOD,Djerba,Venice,2026-03-21 10:12:00,2026-03-21 11:35:00,,,scheduled,C6,0,110
TU2763,TS-IOE,Tunis,Istanbul,2026-03-21 10:26:00,2026-03-21 13:45:00,,,scheduled,D6,0,107
TU2764,TS-IMD,Sfax,Dubai,2026-03-21 14:51:00,2026-03-21 19:17:00,,,scheduled,A14,0,88
TU2765,TS-IMF,Sfax,Casablanca,2026-03-21 14:58:00,2026-03-21 18:26:00,,,scheduled,B21,0,179
TU2766,TS-IMC,Tunis,Cairo,2026-03-21 15:31:00,2026-03-21 20:03:00,,,scheduled,A19,0,74
TU2767,TS-IOC,Djerba,Venice,2026-03-21 16:29:00,2026-03-21 17:33:00,,,scheduled,D18,0,106
TU2768,TS-IOA,Monastir,Frankfurt,2026-03-21 16:44:00,2026-03-21 18:58:00,,,scheduled,A4,0,118
TU2769,TS-IME,Djerba,Frankfurt,2026-03-21 18:28:00,2026-03-21 20:29:00,,,scheduled,B20,0,100
TU2770,TS-IMF,Enfidha,Paris,2026-03-21 20:57:00,2026-03-21 22:57:00,,,scheduled,C10,0,118
TU2771,TS-IOA,Sfax,Brussels,2026-03-21 21:04:00,2026-03-21 22:59:00,,,scheduled,C6,0,123
TU2772,TS-IMF,Monastir,Rome,2026-03-21 21:43:00,2026-03-21 23:20:00,,,scheduled,A12,0,156
TU2773,TS-IME,Monastir,Rome,2026-03-22 05:34:00,2026-03-22 06:51:00,,,scheduled,A24,0,71
TU2774,TS-IOA,Djerba,Nice,2026-03-22 07:20:00,2026-03-22 09:09:00,,,scheduled,A17,0,134
TU2775,TS-IOB,Djerba,Barcelona,2026-03-22 08:56:00,2026-03-22 12:23:00,,,scheduled,B9,0,94
TU2776,TS-IMB,Enfidha,Abu Dhabi,2026-03-22 09:12:00,2026-03-22 14:02:00,,,scheduled,B16,0,131
TU2777,TS-IOA,Enfidha,Milan,2026-03-22 13:07:00,2026-03-22 15:06:00,,,scheduled,C11,0,126
TU2778,TS-IOD,Monastir,Madrid,2026-03-22 14:56:00,2026-03-22 17:09:00,,,scheduled,D16,0,140
TU2779,TS-IOB,Tunis,Dubai,2026-03-22 16:23:00,2026-03-22 20:15:00,,,scheduled,D4,0,171
TU2780,TS-IMF,Djerba,Lyon,2026-03-22 17:40:00,2026-03-22 20:09:00,,,scheduled,A10,0,154
TU2781,TS-IMF,Enfidha,Munich,2026-03-22 18:06:00,2026-03-22 21:03:00,,,scheduled,B9,0,152
TU2782,TS-IME,Tunis,Cairo,2026-03-22 19:15:00,2026-03-22 22:30:00,,,scheduled,D15,0,95
TU2783,TS-IOC,Tunis,Venice,2026-03-22 20:23:00,2026-03-22 22:30:00,,,scheduled,D17,0,130
TU2784,TS-IMC,Enfidha,Dubai,2026-03-23 06:13:00,2026-03-23 10:18:00,,,scheduled,A5,0,46
TU2785,TS-IOA,Sfax,Paris,2026-03-23 08:55:00,2026-03-23 10:46:00,,,scheduled,A1,0,143
TU2786,TS-IOE,Sfax,Istanbul,2026-03-23 09:15:00,2026-03-23 14:14:00,,,scheduled,D17,0,122
TU2787,TS-IOE,Djerba,Doha,2026-03-23 11:12:00,2026-03-23 16:05:00,,,scheduled,A8,0,109
TU2788,TS-IOC,Tunis,Tripoli,2026-03-23 12:53:00,2026-03-23 15:22:00,,,scheduled,A23,0,157
TU2789,TS-IOA,Enfidha,Amsterdam,2026-03-23 13:30:00,2026-03-23 16:20:00,,,scheduled,C5,0,176
TU2790,TS-IOE,Sfax,Milan,2026-03-23 14:05:00,2026-03-23 15:58:00,,,scheduled,C13,0,156
TU2791,TS-IOE,Djerba,Nice,2026-03-23 14:37:00,2026-03-23 16:07:00,,,scheduled,A16,0,135
TU2792,TS-IMB,Monastir,Cairo,2026-03-23 15:20:00,2026-03-23 19:43:00,,,scheduled,C17,0,124
TU2793,TS-IOC,Djerba,Rome,2026-03-23 15:48:00,2026-03-23 18:04:00,,,scheduled,B20,0,102
TU2794,TS-IOA,Monastir,Zurich,2026-03-23 19:06:00,2026-03-23 20:58:00,,,scheduled,B8,0,73
TU2795,TS-IOB,Monastir,Munich,2026-03-23 21:37:00,2026-03-24 00:56:00,,,scheduled,A1,0,119
TU2796,TS-IOD,Enfidha,Zurich,2026-03-23 21:49:00,2026-03-24 00:04:00,,,scheduled,C17,0,145
TU2797,TS-IOA,Monastir,Geneva,2026-03-24 07:02:00,2026-03-24 08:48:00,,,scheduled,C23,0,83
TU2798,TS-IMF,Djerba,Algiers,2026-03-24 07:14:00,2026-03-24 09:00:00,,,scheduled,D15,0,138
TU2799,TS-IMC,Tunis,Zurich,2026-03-24 08:55:00,2026-03-24 10:28:00,,,scheduled,D11,0,90
TU2800,TS-IMC,Tunis,Marseille,2026-03-24 09:08:00,2026-03-24 11:00:00,,,scheduled,D18,0,134
TU2801,TS-IMD,Tunis,Tripoli,2026-03-24 11:30:00,2026-03-24 12:45:00,,,scheduled,D9,0,152
TU2802,TS-IMF,Monastir,Tripoli,2026-03-24 13:17:00,2026-03-24 15:23:00,,,scheduled,B17,0,154
TU2803,TS-IOD,Djerba,Istanbul,2026-03-24 13:38:00,2026-03-24 16:39:00,,,scheduled,C18,0,117
TU2804,TS-IOB,Tunis,Marseille,2026-03-24 14:02:00,2026-03-24 16:14:00,,,scheduled,D15,0,37
TU2805,TS-IMF,Sfax,Abu Dhabi,2026-03-24 14:41:00,2026-03-24 17:58:00,,,scheduled,D8,0,134
TU2806,TS-IOC,Sfax,Abu Dhabi,2026-03-24 17:22:00,2026-03-24 20:53:00,,,scheduled,B10,0,58
TU2807,TS-IOE,Monastir,Doha,2026-03-24 17:43:00,2026-03-24 22:09:00,,,scheduled,D6,0,126
TU2808,TS-IOA,Sfax,Cairo,2026-03-24 22:29:00,2026-03-25 02:40:00,,,scheduled,C24,0,139
TU2809,TS-IMD,Enfidha,Casablanca,2026-03-25 05:38:00,2026-03-25 08:45:00,,,scheduled,C5,0,140
TU2810,TS-IOE,Sfax,Cairo,2026-03-25 06:20:00,2026-03-25 10:53:00,,,scheduled,A8,0,107
TU2811,TS-IMD,Sfax,Geneva,2026-03-25 07:40:00,2026-03-25 10:00:00,,,scheduled,B7,0,47
TU2812,TS-IMB,Sfax,Zurich,2026-03-25 08:56:00,2026-03-25 10:59:00,,,scheduled,A23,0,76
TU2813,TS-IMB,Sfax,London,2026-03-25 09:22:00,2026-03-25 12:45:00,,,scheduled,D7,0,121
TU2814,TS-IOE,Djerba,Tripoli,2026-03-25 10:08:00,2026-03-25 11:15:00,,,scheduled,A2,0,70
TU2815,TS-IOA,Enfidha,London,2026-03-25 11:31:00,2026-03-25 15:00:00,,,scheduled,C3,0,130
TU2816,TS-IME,Monastir,Abu Dhabi,2026-03-25 12:37:00,2026-03-25 15:42:00,,,scheduled,B4,0,58
TU2817,TS-IMC,Sfax,Venice,2026-03-25 12:46:00,2026-03-25 14:16:00,,,scheduled,B18,0,111
TU2818,TS-IOB,Sfax,Doha,2026-03-25 14:50:00,2026-03-25 18:27:00,,,scheduled,C11,0,115
TU2819,TS-IMF,Tunis,Lyon,2026-03-25 16:15:00,2026-03-25 18:13:00,,,scheduled,C20,0,128
TU2820,TS-IOA,Djerba,Zurich,2026-03-25 22:42:00,2026-03-26 01:12:00,,,scheduled,C3,0,105
TU2821,TS-IMB,Djerba,Madrid,2026-03-25 22:44:00,2026-03-26 02:03:00,,,scheduled,D5,0,151
TU2822,TS-IMD,Monastir,Dubai,2026-03-26 05:45:00,2026-03-26 10:17:00,,,scheduled,B21,0,162
TU2823,TS-IMD,Enfidha,Marseille,2026-03-26 07:39:00,2026-03-26 09:54:00,,,scheduled,B5,0,35
TU2824,TS-IMC,Monastir,Istanbul,2026-03-26 10:15:00,2026-03-26 14:23:00,,,scheduled,C20,0,119
TU2825,TS-IOC,Sfax,Milan,2026-03-26 12:17:00,2026-03-26 14:19:00,,,scheduled,D21,0,148
TU2826,TS-IOA,Enfidha,Marseille,2026-03-26 12:30:00,2026-03-26 13:46:00,,,scheduled,A10,0,23
TU2827,TS-IMD,Sfax,Venice,2026-03-26 13:27:00,2026-03-26 15:27:00,,,scheduled,A14,0,129
TU2828,TS-IMC,Enfidha,Dubai,2026-03-26 17:24:00,2026-03-26 21:01:00,,,scheduled,A9,0,106
TU2829,TS-IOE,Enfidha,Lyon,2026-03-26 18:51:00,2026-03-26 20:58:00,,,scheduled,C16,0,178
TU2830,TS-IOB,Monastir,Paris,2026-03-26 20:06:00,2026-03-26 21:54:00,,,scheduled,A1,0,76
TU2831,TS-IMF,Enfidha,Munich,2026-03-26 20:48:00,2026-03-26 23:07:00,,,scheduled,D22,0,108
TU2832,TS-IME,Enfidha,Munich,2026-03-26 21:38:00,2026-03-27 00:19:00,,,scheduled,C7,0,46
TU2833,TS-IOE,Monastir,Doha,2026-03-27 05:50:00,2026-03-27 09:48:00,,,scheduled,D22,0,147
TU2834,TS-IOC,Enfidha,Rome,2026-03-27 07:32:00,2026-03-27 09:54:00,,,scheduled,A10,0,139
TU2835,TS-IOC,Sfax,Tripoli,2026-03-27 08:53:00,2026-03-27 11:23:00,,,scheduled,D11,0,157
TU2836,TS-IMF,Monastir,Venice,2026-03-27 10:11:00,2026-03-27 11:57:00,,,scheduled,C17,0,159
TU2837,TS-IMF,Tunis,Algiers,2026-03-27 12:09:00,2026-03-27 13:20:00,,,scheduled,A16,0,173
TU2838,TS-IOC,Djerba,London,2026-03-27 12:35:00,2026-03-27 16:00:00,,,scheduled,D16,0,140
TU2839,TS-IMF,Tunis,Barcelona,2026-03-27 14:43:00,2026-03-27 18:07:00,,,scheduled,B10,0,112
TU2840,TS-IME,Enfidha,Nice,2026-03-27 15:00:00,2026-03-27 16:31:00,,,scheduled,D9,0,152
TU2841,TS-IOA,Enfidha,Milan,2026-03-27 15:06:00,2026-03-27 16:28:00,,,scheduled,D6,0,102
TU2842,TS-IMF,Tunis,Istanbul,2026-03-27 16:23:00,2026-03-27 19:28:00,,,scheduled,C18,0,95
TU2843,TS-IME,Enfidha,Nice,2026-03-27 16:45:00,2026-03-27 18:42:00,,,scheduled,D19,0,142
TU2844,TS-IOC,Sfax,Frankfurt,2026-03-27 21:19:00,2026-03-27 23:45:00,,,scheduled,B21,0,132
TU2845,TS-IOE,Enfidha,Casablanca,2026-03-27 22:30:00,2026-03-28 01:37:00,,,scheduled,A19,0,126
TU2846,TS-IMF,Djerba,Marseille,2026-03-27 22:50:00,2026-03-28 00:35:00,,,scheduled,A21,0,122
TU2847,TS-IMC,Sfax,Brussels,2026-03-28 06:28:00,2026-03-28 07:45:00,,,scheduled,D9,0,120
TU2848,TS-IOE,Monastir,Geneva,2026-03-28 07:57:00,2026-03-28 10:11:00,,,scheduled,C6,0,136
TU2849,TS-IOA,Sfax,Algiers,2026-03-28 07:58:00,2026-03-28 09:00:00,,,scheduled,D5,0,69
TU2850,TS-IMC,Monastir,Venice,2026-03-28 09:32:00,2026-03-28 11:54:00,,,scheduled,D19,0,118
TU2851,TS-IMD,Enfidha,Amsterdam,2026-03-28 09:53:00,2026-03-28 12:59:00,,,scheduled,D10,0,79
TU2852,TS-IMD,Monastir,Amsterdam,2026-03-28 11:50:00,2026-03-28 15:19:00,,,scheduled,C16,0,137
TU2853,TS-IMC,Monastir,London,2026-03-28 14:24:00,2026-03-28 17:40:00,,,scheduled,A12,0,91
TU2854,TS-IOB,Monastir,Casablanca,2026-03-28 17:02:00,2026-03-28 20:21:00,,,scheduled,D23,0,167
TU2855,TS-IMF,Monastir,Algiers,2026-03-28 17:20:00,2026-03-28 19:17:00,,,scheduled,B13,0,160
TU2856,TS-IOA,Djerba,Madrid,2026-03-28 18:33:00,2026-03-28 21:53:00,,,scheduled,A13,0,126
TU2857,TS-IMB,Tunis,Amsterdam,2026-03-28 20:32:00,2026-03-29 00:02:00,,,scheduled,A5,0,159
TU2858,TS-IOB,Enfidha,Amsterdam,2026-03-28 22:12:00,2026-03-29 01:42:00,,,scheduled,C18,0,112
TU2859,TS-IMD,Sfax,Doha,2026-03-28 22:31:00,2026-03-29 02:45:00,,,scheduled,A19,0,102
TU2860,TS-IMD,Sfax,Zurich,2026-03-29 05:53:00,2026-03-29 08:06:00,,,scheduled,C7,0,159
TU2861,TS-IME,Sfax,Barcelona,2026-03-29 12:58:00,2026-03-29 15:56:00,,,scheduled,B11,0,92
TU2862,TS-IMD,Sfax,London,2026-03-29 14:06:00,2026-03-29 16:08:00,,,scheduled,C12,0,95
TU2863,TS-IMC,Tunis,Lyon,2026-03-29 14:44:00,2026-03-29 17:08:00,,,scheduled,D10,0,159
TU2864,TS-IOE,Djerba,London,2026-03-29 14:49:00,2026-03-29 16:55:00,,,scheduled,D1,0,105
TU2865,TS-IMF,Djerba,Nice,2026-03-29 14:54:00,2026-03-29 16:48:00,,,scheduled,B10,0,155
TU2866,TS-IOA,Enfidha,Amsterdam,2026-03-29 16:15:00,2026-03-29 19:06:00,,,scheduled,C7,0,93
TU2867,TS-IMD,Djerba,Abu Dhabi,2026-03-29 16:55:00,2026-03-29 20:10:00,,,scheduled,B4,0,110
TU2868,TS-IOB,Djerba,London,2026-03-29 19:32:00,2026-03-29 21:47:00,,,scheduled,D3,0,33
TU2869,TS-IOD,Enfidha,Marseille,2026-03-29 19:49:00,2026-03-29 20:55:00,,,scheduled,B23,0,145
TU2870,TS-IMB,Monastir,Istanbul,2026-03-29 20:15:00,2026-03-29 23:15:00,,,scheduled,A13,0,116
TU2871,TS-IMF,Sfax,Milan,2026-03-29 21:15:00,2026-03-29 23:34:00,,,scheduled,B11,0,91
TU2872,TS-IMF,Sfax,Amsterdam,2026-03-29 21:40:00,2026-03-30 00:05:00,,,scheduled,B13,0,161
TU2873,TS-IOD,Tunis,Venice,2026-03-30 07:04:00,2026-03-30 09:10:00,,,scheduled,C23,0,29
TU2874,TS-IMC,Sfax,Milan,2026-03-30 09:22:00,2026-03-30 11:21:00,,,scheduled,B1,0,138
TU2875,TS-IOD,Djerba,Zurich,2026-03-30 09:56:00,2026-03-30 12:25:00,,,scheduled,C8,0,154
TU2876,TS-IOC,Enfidha,Geneva,2026-03-30 12:56:00,2026-03-30 14:47:00,,,scheduled,C12,0,142
TU2877,TS-IMF,Enfidha,Istanbul,2026-03-30 13:18:00,2026-03-30 17:49:00,,,scheduled,D2,0,75
