flight_number,employee_id,role,position
TU1102,TU-CC003,cabin_chief,Position 1
TU1102,TU-FA003,flight_attendant,Position 2
TU1102,TU-FA004,flight_attendant,Position 3
TU1102,TU-FA005,flight_attendant,Position 4
TU1103,TU-P004,captain,Left Seat
TU1103,TU-FO004,first_officer,Right Seat
TU1103,TU-CC001,cabin_chief,Position 1
TU1103,TU-FA007,flight_attendant,Position 2
TU1103,TU-FA008,flight_attendant,Position 3
TU1104,TU-P001,captain,Left Seat
TU1104,TU-FO005,first_officer,Right Seat
TU1104,TU-CC002,cabin_chief,Position 1
TU1104,TU-FA011,flight_attendant,Position 2
TU1104,TU-FA012,flight_attendant,Position 3
TU1104,TU-FA013,flight_attendant,Position 4
TU1105,TU-P002,captain,Left Seat
TU1105,TU-FO001,first_officer,Right Seat
TU1105,TU-CC003,cabin_chief,Position 1
TU1105,TU-FA001,flight_attendant,Position 2
TU1105,TU-FA002,flight_attendant,Position 3
TU1105,TU-FA003,flight_attendant,Position 4
TU1106,TU-P003,captain,Left Seat
TU1106,TU-FO002,first_officer,Right Seat
TU1106,TU-CC001,cabin_chief,Position 1
TU1106,TU-FA004,flight_attendant,Position 2
TU1106,TU-FA005,flight_attendant,Position 3
TU1107,TU-P004,captain,Left Seat
TU1107,TU-FO003,first_officer,Right Seat
TU1107,TU-CC002,cabin_chief,Position 1
TU1107,TU-FA008,flight_attendant,Position 2
TU1107,TU-FA009,flight_attendant,Position 3
TU1107,TU-FA011,flight_attendant,Position 4
TU1108,TU-P001,captain,Left Seat
TU1108,TU-FO004,first_officer,Right Seat
TU1108,TU-CC003,cabin_chief,Position 1
TU1108,TU-FA012,flight_attendant,Position 2
TU1108,TU-FA013,flight_attendant,Position 3
TU1108,TU-FA001,flight_attendant,Position 4
TU1109,TU-P002,captain,Left Seat
TU1109,TU-FO005,first_officer,Right Seat
TU1109,TU-CC001,cabin_chief,Position 1
TU1109,TU-FA002,flight_attendant,Position 2
TU1109,TU-FA003,flight_attendant,Position 3
TU1110,TU-P003,captain,Left Seat
TU1110,TU-FO001,first_officer,Right Seat
TU1110,TU-CC002,cabin_chief,Position 1
TU1110,TU-FA005,flight_attendant,Position 2
TU1110,TU-FA007,flight_attendant,Position 3
TU1110,TU-FA008,flight_attendant,Position 4
TU1111,TU-P004,captain,Left Seat
TU1111,TU-FO002,first_officer,Right Seat
TU1111,TU-CC003,cabin_chief,Position 1
TU1111,TU-FA009,flight_attendant,Position 2
TU1111,TU-FA011,flight_attendant,Position 3
TU1111,TU-FA012,flight_attendant,Position 4
TU1112,TU-P001,captain,Left Seat
TU1112,TU-FO003,first_officer,Right Seat
TU1112,TU-CC001,cabin_chief,Position 1
TU1112,TU-FA013,flight_attendant,Position 2
TU1112,TU-FA001,flight_attendant,Position 3
TU1113,TU-P002,captain,Left Seat
TU1113,TU-FO004,first_officer,Right Seat
TU1113,TU-CC002,cabin_chief,Position 1
TU1113,TU-FA003,flight_attendant,Position 2
TU1113,TU-FA004,flight_attendant,Position 3
TU1113,TU-FA005,flight_attendant,Position 4
TU1114,TU-P003,captain,Left Seat
TU1114,TU-FO005,first_officer,Right Seat
TU1114,TU-CC003,cabin_chief,Position 1
TU1114,TU-FA007,flight_attendant,Position 2
TU1114,TU-FA008,flight_attendant,Position 3
TU1114,TU-FA009,flight_attendant,Position 4
TU1115,TU-P004,captain,Left Seat
TU1115,TU-FO001,first_officer,Right Seat
TU1115,TU-CC001,cabin_chief,Position 1
TU1115,TU-FA011,flight_attendant,Position 2
TU1115,TU-FA012,flight_attendant,Position 3
TU1116,TU-P001,captain,Left Seat
TU1116,TU-FO002,first_officer,Right Seat
TU1116,TU-CC002,cabin_chief,Position 1
TU1116,TU-FA001,flight_attendant,Position 2
TU1116,TU-FA002,flight_attendant,Position 3
TU1116,TU-FA003,flight_attendant,Position 4
TU1117,TU-P002,captain,Left Seat
TU1117,TU-FO003,first_officer,Right Seat
TU1117,TU-CC003,cabin_chief,Position 1
TU1117,TU-FA004,flight_attendant,Position 2
TU1117,TU-FA005,flight_attendant,Position 3
TU1117,TU-FA007,flight_attendant,Position 4
TU1118,TU-P003,captain,Left Seat
TU1118,TU-FO004,first_officer,Right Seat
TU1118,TU-CC001,cabin_chief,Position 1
TU1118,TU-FA008,flight_attendant,Position 2
TU1118,TU-FA009,flight_attendant,Position 3
TU1119,TU-P004,captain,Left Seat
TU1119,TU-FO005,first_officer,Right Seat
TU1119,TU-CC002,cabin_chief,Position 1
TU1119,TU-FA012,flight_attendant,Position 2
TU1119,TU-FA013,flight_attendant,Position 3
TU1119,TU-FA001,flight_attendant,Position 4
TU1120,TU-P001,captain,Left Seat
TU1120,TU-FO001,first_officer,Right Seat
TU1120,TU-CC003,cabin_chief,Position 1
TU1120,TU-FA002,flight_attendant,Position 2
TU1120,TU-FA003,flight_attendant,Position 3
TU1120,TU-FA004,flight_attendant,Position 4
TU1121,TU-P002,captain,Left Seat
TU1121,TU-FO002,first_officer,Right Seat
TU1121,TU-CC001,cabin_chief,Position 1
TU1121,TU-FA005,flight_attendant,Position 2
TU1121,TU-FA007,flight_attendant,Position 3
TU1122,TU-P003,captain,Left Seat
TU1122,TU-FO003,first_officer,Right Seat
TU1122,TU-CC002,cabin_chief,Position 1
TU1122,TU-FA009,flight_attendant,Position 2
TU1122,TU-FA011,flight_attendant,Position 3
TU1122,TU-FA012,flight_attendant,Position 4
TU1123,TU-P004,captain,Left Seat
TU1123,TU-FO004,first_officer,Right Seat
TU1123,TU-CC003,cabin_chief,Position 1
TU1123,TU-FA013,flight_attendant,Position 2
TU1123,TU-FA001,flight_attendant,Position 3
TU1123,TU-FA002,flight_attendant,Position 4
TU1124,TU-P001,captain,Left Seat
TU1124,TU-FO005,first_officer,Right Seat
TU1124,TU-CC001,cabin_chief,Position 1
TU1124,TU-FA003,flight_attendant,Position 2
TU1124,TU-FA004,flight_attendant,Position 3
TU1125,TU-P002,captain,Left Seat
TU1125,TU-FO001,first_officer,Right Seat
TU1125,TU-CC002,cabin_chief,Position 1
TU1125,TU-FA007,flight_attendant,Position 2
TU1125,TU-FA008,flight_attendant,Position 3
TU1125,TU-FA009,flight_attendant,Position 4
TU1126,TU-P003,captain,Left Seat
TU1126,TU-FO002,first_officer,Right Seat
TU1126,TU-CC003,cabin_chief,Position 1
TU1126,TU-FA011,flight_attendant,Position 2
TU1126,TU-FA012,flight_attendant,Position 3
TU1126,TU-FA013,flight_attendant,Position 4
TU1127,TU-P004,captain,Left Seat
TU1127,TU-FO003,first_officer,Right Seat
TU1127,TU-CC001,cabin_chief,Position 1
TU1127,TU-FA001,flight_attendant,Position 2
TU1127,TU-FA002,flight_attendant,Position 3
TU1128,TU-P001,captain,Left Seat
TU1128,TU-FO004,first_officer,Right Seat
TU1128,TU-CC002,cabin_chief,Position 1
TU1128,TU-FA004,flight_attendant,Position 2
TU1128,TU-FA005,flight_attendant,Position 3
TU1128,TU-FA007,flight_attendant,Position 4
TU1129,TU-P002,captain,Left Seat
TU1129,TU-FO005,first_officer,Right Seat
TU1129,TU-CC003,cabin_chief,Position 1
TU1129,TU-FA008,flight_attendant,Position 2
TU1129,TU-FA009,flight_attendant,Position 3
TU1129,TU-FA011,flight_attendant,Position 4
TU1130,TU-P003,captain,Left Seat
TU1130,TU-FO001,first_officer,Right Seat
TU1130,TU-CC001,cabin_chief,Position 1
TU1130,TU-FA012,flight_attendant,Position 2
TU1130,TU-FA013,flight_attendant,Position 3
TU1131,TU-P004,captain,Left Seat
TU1131,TU-FO002,first_officer,Right Seat
TU1131,TU-CC002,cabin_chief,Position 1
TU1131,TU-FA002,flight_attendant,Position 2
TU1131,TU-FA003,flight_attendant,Position 3
TU1131,TU-FA004,flight_attendant,Position 4
TU1132,TU-P001,captain,Left Seat
TU1132,TU-FO003,first_officer,Right Seat
TU1132,TU-CC003,cabin_chief,Position 1
TU1132,TU-FA005,flight_attendant,Position 2
TU1132,TU-FA007,flight_attendant,Position 3
TU1132,TU-FA008,flight_attendant,Position 4
TU1133,TU-P002,captain,Left Seat
TU1133,TU-FO004,first_officer,Right Seat
TU1133,TU-CC001,cabin_chief,Position 1
TU1133,TU-FA009,flight_attendant,Position 2
TU1133,TU-FA011,flight_attendant,Position 3
TU1134,TU-P003,captain,Left Seat
TU1134,TU-FO005,first_officer,Right Seat
TU1134,TU-CC002,cabin_chief,Position 1
TU1134,TU-FA013,flight_attendant,Position 2
TU1134,TU-FA001,flight_attendant,Position 3
TU1134,TU-FA002,flight_attendant,Position 4
TU1135,TU-P004,captain,Left Seat
TU1135,TU-FO001,first_officer,Right Seat
TU1135,TU-CC003,cabin_chief,Position 1
TU1135,TU-FA003,flight_attendant,Position 2
TU1135,TU-FA004,flight_attendant,Position 3
TU1135,TU-FA005,flight_attendant,Position 4
TU1136,TU-P001,captain,Left Seat
TU1136,TU-FO002,first_officer,Right Seat
TU1136,TU-CC001,cabin_chief,Position 1
TU1136,TU-FA007,flight_attendant,Position 2
TU1136,TU-FA008,flight_attendant,Position 3
TU1137,TU-P002,captain,Left Seat
TU1137,TU-FO003,first_officer,Right Seat
TU1137,TU-CC002,cabin_chief,Position 1
TU1137,TU-FA011,flight_attendant,Position 2
TU1137,TU-FA012,flight_attendant,Position 3
TU1137,TU-FA013,flight_attendant,Position 4
TU1138,TU-P003,captain,Left Seat
TU1138,TU-FO004,first_officer,Right Seat
TU1138,TU-CC003,cabin_chief,Position 1
TU1138,TU-FA001,flight_attendant,Position 2
TU1138,TU-FA002,flight_attendant,Position 3
TU1138,TU-FA003,flight_attendant,Position 4
TU1139,TU-P004,captain,Left Seat
TU1139,TU-FO005,first_officer,Right Seat
TU1139,TU-CC001,cabin_chief,Position 1
TU1139,TU-FA004,flight_attendant,Position 2
TU1139,TU-FA005,flight_attendant,Position 3
TU1140,TU-P001,captain,Left Seat
TU1140,TU-FO001,first_officer,Right Seat
TU1140,TU-CC002,cabin_chief,Position 1
TU1140,TU-FA008,flight_attendant,Position 2
TU1140,TU-FA009,flight_attendant,Position 3
TU1140,TU-FA011,flight_attendant,Position 4
TU1141,TU-P002,captain,Left Seat
TU1141,TU-FO002,first_officer,Right Seat
TU1141,TU-CC003,cabin_chief,Position 1
TU1141,TU-FA012,flight_attendant,Position 2
TU1141,TU-FA013,flight_attendant,Position 3
TU1141,TU-FA001,flight_attendant,Position 4
TU1142,TU-P003,captain,Left Seat
TU1142,TU-FO003,first_officer,Right Seat
TU1142,TU-CC001,cabin_chief,Position 1
TU1142,TU-FA002,flight_attendant,Position 2
TU1142,TU-FA003,flight_attendant,Position 3
TU1143,TU-P004,captain,Left Seat
TU1143,TU-FO004,first_officer,Right Seat
TU1143,TU-CC002,cabin_chief,Position 1
TU1143,TU-FA005,flight_attendant,Position 2
TU1143,TU-FA007,flight_attendant,Position 3
TU1143,TU-FA008,flight_attendant,Position 4
TU1144,TU-P001,captain,Left Seat
TU1144,TU-FO005,first_officer,Right Seat
TU1144,TU-CC003,cabin_chief,Position 1
TU1144,TU-FA009,flight_attendant,Position 2
TU1144,TU-FA011,flight_attendant,Position 3
TU1144,TU-FA012,flight_attendant,Position 4
TU1145,TU-P002,captain,Left Seat
TU1145,TU-FO001,first_officer,Right Seat
TU1145,TU-CC001,cabin_chief,Position 1
TU1145,TU-FA013,flight_attendant,Position 2
TU1145,TU-FA001,flight_attendant,Position 3
TU1146,TU-P003,captain,Left Seat
TU1146,TU-FO002,first_officer,Right Seat
TU1146,TU-CC002,cabin_chief,Position 1
TU1146,TU-FA003,flight_attendant,Position 2
TU1146,TU-FA004,flight_attendant,Position 3
TU1146,TU-FA005,flight_attendant,Position 4
TU1147,TU-P004,captain,Left Seat
TU1147,TU-FO003,first_officer,Right Seat
TU1147,TU-CC003,cabin_chief,Position 1
TU1147,TU-FA007,flight_attendant,Position 2
TU1147,TU-FA008,flight_attendant,Position 3
TU1147,TU-FA009,flight_attendant,Position 4
TU1148,TU-P001,captain,Left Seat
TU1148,TU-FO004,first_officer,Right Seat
TU1148,TU-CC001,cabin_chief,Position 1
TU1148,TU-FA011,flight_attendant,Position 2
TU1148,TU-FA012,flight_attendant,Position 3
TU1149,TU-P002,captain,Left Seat
TU1149,TU-FO005,first_officer,Right Seat
TU1149,TU-CC002,cabin_chief,Position 1
TU1149,TU-FA001,flight_attendant,Position 2
TU1149,TU-FA002,flight_attendant,Position 3
TU1149,TU-FA003,flight_attendant,Position 4
TU1150,TU-P003,captain,Left Seat
TU1150,TU-FO001,first_officer,Right Seat
TU1150,TU-CC003,cabin_chief,Position 1
TU1150,TU-FA004,flight_attendant,Position 2
TU1150,TU-FA005,flight_attendant,Position 3
TU1150,TU-FA007,flight_attendant,Position 4
TU1151,TU-P004,captain,Left Seat
TU1151,TU-FO002,first_officer,Right Seat
TU1151,TU-CC001,cabin_chief,Position 1
TU1151,TU-FA008,flight_attendant,Position 2
TU1151,TU-FA009,flight_attendant,Position 3
TU1152,TU-P001,captain,Left Seat
TU1152,TU-FO003,first_officer,Right Seat
TU1152,TU-CC002,cabin_chief,Position 1
TU1152,TU-FA012,flight_attendant,Position 2
TU1152,TU-FA013,flight_attendant,Position 3
TU1152,TU-FA001,flight_attendant,Position 4
TU1153,TU-P002,captain,Left Seat
TU1153,TU-FO004,first_officer,Right Seat
TU1153,TU-CC003,cabin_chief,Position 1
TU1153,TU-FA002,flight_attendant,Position 2
TU1153,TU-FA003,flight_attendant,Position 3
TU1153,TU-FA004,flight_attendant,Position 4
TU1154,TU-P003,captain,Left Seat
TU1154,TU-FO005,first_officer,Right Seat
TU1154,TU-CC001,cabin_chief,Position 1
TU1154,TU-FA005,flight_attendant,Position 2
TU1154,TU-FA007,flight_attendant,Position 3
TU1155,TU-P004,captain,Left Seat
TU1155,TU-FO001,first_officer,Right Seat
TU1155,TU-CC002,cabin_chief,Position 1
TU1155,TU-FA009,flight_attendant,Position 2
TU1155,TU-FA011,flight_attendant,Position 3
TU1155,TU-FA012,flight_attendant,Position 4
TU1156,TU-P001,captain,Left Seat
TU1156,TU-FO002,first_officer,Right Seat
TU1156,TU-CC003,cabin_chief,Position 1
TU1156,TU-FA013,flight_attendant,Position 2
TU1156,TU-FA001,flight_attendant,Position 3
TU1156,TU-FA002,flight_attendant,Position 4
TU1157,TU-P002,captain,Left Seat
TU1157,TU-FO003,first_officer,Right Seat
TU1157,TU-CC001,cabin_chief,Position 1
TU1157,TU-FA003,flight_attendant,Position 2
TU1157,TU-FA004,flight_attendant,Position 3
TU1158,TU-P003,captain,Left Seat
TU1158,TU-FO004,first_officer,Right Seat
TU1158,TU-CC002,cabin_chief,Position 1
TU1158,TU-FA007,flight_attendant,Position 2
TU1158,TU-FA008,flight_attendant,Position 3
TU1158,TU-FA009,flight_attendant,Position 4
TU1159,TU-P004,captain,Left Seat
TU1159,TU-FO005,first_officer,Right Seat
TU1159,TU-CC003,cabin_chief,Position 1
TU1159,TU-FA011,flight_attendant,Position 2
TU1159,TU-FA012,flight_attendant,Position 3
TU1159,TU-FA013,flight_attendant,Position 4
TU1160,TU-P001,captain,Left Seat
TU1160,TU-FO001,first_officer,Right Seat
TU1160,TU-CC001,cabin_chief,Position 1
TU1160,TU-FA001,flight_attendant,Position 2
TU1160,TU-FA002,flight_attendant,Position 3
TU1161,TU-P002,captain,Left Seat
TU1161,TU-FO002,first_officer,Right Seat
TU1161,TU-CC002,cabin_chief,Position 1
TU1161,TU-FA004,flight_attendant,Position 2
TU1161,TU-FA005,flight_attendant,Position 3
TU1161,TU-FA007,flight_attendant,Position 4
TU1162,TU-P003,captain,Left Seat
TU1162,TU-FO003,first_officer,Right Seat
TU1162,TU-CC003,cabin_chief,Position 1
TU1162,TU-FA008,flight_attendant,Position 2
TU1162,TU-FA009,flight_attendant,Position 3
TU1162,TU-FA011,flight_attendant,Position 4
TU1163,TU-P004,captain,Left Seat
TU1163,TU-FO004,first_officer,Right Seat
TU1163,TU-CC001,cabin_chief,Position 1
TU1163,TU-FA012,flight_attendant,Position 2
TU1163,TU-FA013,flight_attendant,Position 3
TU1164,TU-P001,captain,Left Seat
TU1164,TU-FO005,first_officer,Right Seat
TU1164,TU-CC002,cabin_chief,Position 1
TU1164,TU-FA002,flight_attendant,Position 2
TU1164,TU-FA003,flight_attendant,Position 3
TU1164,TU-FA004,flight_attendant,Position 4
TU1165,TU-P002,captain,Left Seat
TU1165,TU-FO001,first_officer,Right Seat
TU1165,TU-CC003,cabin_chief,Position 1
TU1165,TU-FA005,flight_attendant,Position 2
TU1165,TU-FA007,flight_attendant,Position 3
TU1165,TU-FA008,flight_attendant,Position 4
TU1166,TU-P003,captain,Left Seat
TU1166,TU-FO002,first_officer,Right Seat
TU1166,TU-CC001,cabin_chief,Position 1
TU1166,TU-FA009,flight_attendant,Position 2
TU1166,TU-FA011,flight_attendant,Position 3
TU1167,TU-P004,captain,Left Seat
TU1167,TU-FO003,first_officer,Right Seat
TU1167,TU-CC002,cabin_chief,Position 1
TU1167,TU-FA013,flight_attendant,Position 2
TU1167,TU-FA001,flight_attendant,Position 3
TU1167,TU-FA002,flight_attendant,Position 4
TU1168,TU-P001,captain,Left Seat
TU1168,TU-FO004,first_officer,Right Seat
TU1168,TU-CC003,cabin_chief,Position 1
TU1168,TU-FA003,flight_attendant,Position 2
TU1168,TU-FA004,flight_attendant,Position 3
TU1168,TU-FA005,flight_attendant,Position 4
TU1169,TU-P002,captain,Left Seat
TU1169,TU-FO005,first_officer,Right Seat
TU1169,TU-CC001,cabin_chief,Position 1
TU1169,TU-FA007,flight_attendant,Position 2
TU1169,TU-FA008,flight_attendant,Position 3
TU1170,TU-P003,captain,Left Seat
TU1170,TU-FO001,first_officer,Right Seat
TU1170,TU-CC002,cabin_chief,Position 1
TU1170,TU-FA011,flight_attendant,Position 2
TU1170,TU-FA012,flight_attendant,Position 3
TU1170,TU-FA013,flight_attendant,Position 4
TU1171,TU-P004,captain,Left Seat
TU1171,TU-FO002,first_officer,Right Seat
TU1171,TU-CC003,cabin_chief,Position 1
TU1171,TU-FA001,flight_attendant,Position 2
TU1171,TU-FA002,flight_attendant,Position 3
TU1171,TU-FA003,flight_attendant,Position 4
TU1172,TU-P001,captain,Left Seat
TU1172,TU-FO003,first_officer,Right Seat
TU1172,TU-CC001,cabin_chief,Position 1
TU1172,TU-FA004,flight_attendant,Position 2
TU1172,TU-FA005,flight_attendant,Position 3
TU1173,TU-P002,captain,Left Seat
TU1173,TU-FO004,first_officer,Right Seat
TU1173,TU-CC002,cabin_chief,Position 1
TU1173,TU-FA008,flight_attendant,Position 2
TU1173,TU-FA009,flight_attendant,Position 3
TU1173,TU-FA011,flight_attendant,Position 4
TU1174,TU-P003,captain,Left Seat
TU1174,TU-FO005,first_officer,Right Seat
TU1174,TU-CC003,cabin_chief,Position 1
TU1174,TU-FA012,flight_attendant,Position 2
TU1174,TU-FA013,flight_attendant,Position 3
TU1174,TU-FA001,flight_attendant,Position 4
TU1175,TU-P004,captain,Left Seat
TU1175,TU-FO001,first_officer,Right Seat
TU1175,TU-CC001,cabin_chief,Position 1
TU1175,TU-FA002,flight_attendant,Position 2
TU1175,TU-FA003,flight_attendant,Position 3
TU1176,TU-P001,captain,Left Seat
TU1176,TU-FO002,first_officer,Right Seat
TU1176,TU-CC002,cabin_chief,Position 1
TU1176,TU-FA005,flight_attendant,Position 2
TU1176,TU-FA007,flight_attendant,Position 3
TU1176,TU-FA008,flight_attendant,Position 4
TU1177,TU-P002,captain,Left Seat
TU1177,TU-FO003,first_officer,Right Seat
TU1177,TU-CC003,cabin_chief,Position 1
TU1177,TU-FA009,flight_attendant,Position 2
TU1177,TU-FA011,flight_attendant,Position 3
TU1177,TU-FA012,flight_attendant,Position 4
TU1178,TU-P003,captain,Left Seat
TU1178,TU-FO004,first_officer,Right Seat
TU1178,TU-CC001,cabin_chief,Position 1
TU1178,TU-FA013,flight_attendant,Position 2
TU1178,TU-FA001,flight_attendant,Position 3
TU1179,TU-P004,captain,Left Seat
TU1179,TU-FO005,first_officer,Right Seat
TU1179,TU-CC002,cabin_chief,Position 1
TU1179,TU-FA003,flight_attendant,Position 2
TU1179,TU-FA004,flight_attendant,Position 3
TU1179,TU-FA005,flight_attendant,Position 4
TU1180,TU-P001,captain,Left Seat
TU1180,TU-FO001,first_officer,Right Seat
TU1180,TU-CC003,cabin_chief,Position 1
TU1180,TU-FA007,flight_attendant,Position 2
TU1180,TU-FA008,flight_attendant,Position 3
TU1180,TU-FA009,flight_attendant,Position 4
TU1181,TU-P002,captain,Left Seat
TU1181,TU-FO002,first_officer,Right Seat
TU1181,TU-CC001,cabin_chief,Position 1
TU1181,TU-FA011,flight_attendant,Position 2
TU1181,TU-FA012,flight_attendant,Position 3
TU1182,TU-P003,captain,Left Seat
TU1182,TU-FO003,first_officer,Right Seat
TU1182,TU-CC002,cabin_chief,Position 1
TU1182,TU-FA001,flight_attendant,Position 2
TU1182,TU-FA002,flight_attendant,Position 3
TU1182,TU-FA003,flight_attendant,Position 4
TU1183,TU-P004,captain,Left Seat
TU1183,TU-FO004,first_officer,Right Seat
TU1183,TU-CC003,cabin_chief,Position 1
TU1183,TU-FA004,flight_attendant,Position 2
TU1183,TU-FA005,flight_attendant,Position 3
TU1183,TU-FA007,flight_attendant,Position 4
TU1184,TU-P001,captain,Left Seat
TU1184,TU-FO005,first_officer,Right Seat
TU1184,TU-CC001,cabin_chief,Position 1
TU1184,TU-FA008,flight_attendant,Position 2
TU1184,TU-FA009,flight_attendant,Position 3
TU1185,TU-P002,captain,Left Seat
TU1185,TU-FO001,first_officer,Right Seat
TU1185,TU-CC002,cabin_chief,Position 1
TU1185,TU-FA012,flight_attendant,Position 2
TU1185,TU-FA013,flight_attendant,Position 3
TU1185,TU-FA001,flight_attendant,Position 4
TU1186,TU-P003,captain,Left Seat
TU1186,TU-FO002,first_officer,Right Seat
TU1186,TU-CC003,cabin_chief,Position 1
TU1186,TU-FA002,flight_attendant,Position 2
TU1186,TU-FA003,flight_attendant,Position 3
TU1186,TU-FA004,flight_attendant,Position 4
TU1187,TU-P004,captain,Left Seat
TU1187,TU-FO003,first_officer,Right Seat
TU1187,TU-CC001,cabin_chief,Position 1
TU1187,TU-FA005,flight_attendant,Position 2
TU1187,TU-FA007,flight_attendant,Position 3
TU1188,TU-P001,captain,Left Seat
TU1188,TU-FO004,first_officer,Right Seat
TU1188,TU-CC002,cabin_chief,Position 1
TU1188,TU-FA009,flight_attendant,Position 2
TU1188,TU-FA011,flight_attendant,Position 3
TU1188,TU-FA012,flight_attendant,Position 4
TU1189,TU-P002,captain,Left Seat
TU1189,TU-FO005,first_officer,Right Seat
TU1189,TU-CC003,cabin_chief,Position 1
TU1189,TU-FA013,flight_attendant,Position 2
TU1189,TU-FA001,flight_attendant,Position 3
TU1189,TU-FA002,flight_attendant,Position 4
TU1190,TU-P003,captain,Left Seat
TU1190,TU-FO001,first_officer,Right Seat
TU1190,TU-CC001,cabin_chief,Position 1
TU1190,TU-FA003,flight_attendant,Position 2
TU1190,TU-FA004,flight_attendant,Position 3
TU1191,TU-P004,captain,Left Seat
TU1191,TU-FO002,first_officer,Right Seat
TU1191,TU-CC002,cabin_chief,Position 1
TU1191,TU-FA007,flight_attendant,Position 2
TU1191,TU-FA008,flight_attendant,Position 3
TU1191,TU-FA009,flight_attendant,Position 4
TU1192,TU-P001,captain,Left Seat
TU1192,TU-FO003,first_officer,Right Seat
TU1192,TU-CC003,cabin_chief,Position 1
TU1192,TU-FA011,flight_attendant,Position 2
TU1192,TU-FA012,flight_attendant,Position 3
TU1192,TU-FA013,flight_attendant,Position 4
TU1193,TU-P002,captain,Left Seat
TU1193,TU-FO004,first_officer,Right Seat
TU1193,TU-CC001,cabin_chief,Position 1
TU1193,TU-FA001,flight_attendant,Position 2
TU1193,TU-FA002,flight_attendant,Position 3
TU1194,TU-P003,captain,Left Seat
TU1194,TU-FO005,first_officer,Right Seat
TU1194,TU-CC002,cabin_chief,Position 1
TU1194,TU-FA004,flight_attendant,Position 2
TU1194,TU-FA005,flight_attendant,Position 3
TU1194,TU-FA007,flight_attendant,Position 4
TU1195,TU-P004,captain,Left Seat
TU1195,TU-FO001,first_officer,Right Seat
TU1195,TU-CC003,cabin_chief,Position 1
TU1195,TU-FA008,flight_attendant,Position 2
TU1195,TU-FA009,flight_attendant,Position 3
TU1195,TU-FA011,flight_attendant,Position 4
TU1196,TU-P001,captain,Left Seat
TU1196,TU-FO002,first_officer,Right Seat
TU1196,TU-CC001,cabin_chief,Position 1
TU1196,TU-FA012,flight_attendant,Position 2
TU1196,TU-FA013,flight_attendant,Position 3
TU1197,TU-P002,captain,Left Seat
TU1197,TU-FO003,first_officer,Right Seat
TU1197,TU-CC002,cabin_chief,Position 1
TU1197,TU-FA002,flight_attendant,Position 2
TU1197,TU-FA003,flight_attendant,Position 3
TU1197,TU-FA004,flight_attendant,Position 4
TU1198,TU-P003,captain,Left Seat
TU1198,TU-FO004,first_officer,Right Seat
TU1198,TU-CC003,cabin_chief,Position 1
TU1198,TU-FA005,flight_attendant,Position 2
TU1198,TU-FA007,flight_attendant,Position 3
TU1198,TU-FA008,flight_attendant,Position 4
TU1199,TU-P004,captain,Left Seat
TU1199,TU-FO005,first_officer,Right Seat
TU1199,TU-CC001,cabin_chief,Position 1
TU1199,TU-FA009,flight_attendant,Position 2
TU1199,TU-FA011,flight_attendant,Position 3
TU1200,TU-P001,captain,Left Seat
TU1200,TU-FO001,first_officer,Right Seat
TU1200,TU-CC002,cabin_chief,Position 1
TU1200,TU-FA013,flight_attendant,Position 2
TU1200,TU-FA001,flight_attendant,Position 3
TU1200,TU-FA002,flight_attendant,Position 4
TU1201,TU-P002,captain,Left Seat
TU1201,TU-FO002,first_officer,Right Seat
TU1201,TU-CC003,cabin_chief,Position 1
TU1201,TU-FA003,flight_attendant,Position 2
TU1201,TU-FA004,flight_attendant,Position 3
TU1201,TU-FA005,flight_attendant,Position 4
TU1202,TU-P003,captain,Left Seat
TU1202,TU-FO003,first_officer,Right Seat
TU1202,TU-CC001,cabin_chief,Position 1
TU1202,TU-FA007,flight_attendant,Position 2
TU1202,TU-FA008,flight_attendant,Position 3
TU1203,TU-P004,captain,Left Seat
TU1203,TU-FO004,first_officer,Right Seat
TU1203,TU-CC002,cabin_chief,Position 1
TU1203,TU-FA011,flight_attendant,Position 2
TU1203,TU-FA012,flight_attendant,Position 3
TU1203,TU-FA013,flight_attendant,Position 4
TU1204,TU-P001,captain,Left Seat
TU1204,TU-FO005,first_officer,Right Seat
TU1204,TU-CC003,cabin_chief,Position 1
TU1204,TU-FA001,flight_attendant,Position 2
TU1204,TU-FA002,flight_attendant,Position 3
TU1204,TU-FA003,flight_attendant,Position 4
TU1205,TU-P002,captain,Left Seat
TU1205,TU-FO001,first_officer,Right Seat
TU1205,TU-CC001,cabin_chief,Position 1
TU1205,TU-FA004,flight_attendant,Position 2
TU1205,TU-FA005,flight_attendant,Position 3
TU1206,TU-P003,captain,Left Seat
TU1206,TU-FO002,first_officer,Right Seat
TU1206,TU-CC002,cabin_chief,Position 1
TU1206,TU-FA008,flight_attendant,Position 2
TU1206,TU-FA009,flight_attendant,Position 3
TU1206,TU-FA011,flight_attendant,Position 4
TU1207,TU-P004,captain,Left Seat
TU1207,TU-FO003,first_officer,Right Seat
TU1207,TU-CC003,cabin_chief,Position 1
TU1207,TU-FA012,flight_attendant,Position 2
TU1207,TU-FA013,flight_attendant,Position 3
TU1207,TU-FA001,flight_attendant,Position 4
TU1208,TU-P001,captain,Left Seat
TU1208,TU-FO004,first_officer,Right Seat
TU1208,TU-CC001,cabin_chief,Position 1
TU1208,TU-FA002,flight_attendant,Position 2
TU1208,TU-FA003,flight_attendant,Position 3
TU1209,TU-P002,captain,Left Seat
